"Age","Distance","Club","Year","Gender","Place","Name"
29,3475,"LAM",2000,NA,53,"Mark W. Warren"
28,3430,"DAM",2000,NA,54,"Gregory R. Pasternack"
27,3420,"DAM",2000,NA,55,"Darren Buck"
28,3415,"NEM",2000,NA,56,"Natt Hammond"
27,3375,"DAM",2000,NA,57,"Matthew A. Campbell"
29,3375,"ISF",2000,NA,58,"Doug Corey"
29,3350,"EMP",2000,NA,59,"Adam Bleifeld"
25,3200,"NEM",2000,NA,60,"Mark Parquette"
26,3185,"EMP",2000,NA,61,"Warren Saft"
25,3100,"NEM",2000,NA,62,"John Maxwell"
28,3000,"DAM",2000,NA,63,"Brad L. Winsor"
25,3000,"NEM",2000,NA,64,"Brian Karcz"
26,2920,"LAM",2000,NA,65,"Jaime Batiz"
34,5600,"GMUP",2000,NA,1,"Robbie E. Allen"
33,5470,"UCLA",2000,NA,2,"Michael Collins"
30,5385,"NCMS",2000,NA,3,"Jeff L. Murray"
33,5280,"NEM",2000,NA,4,"Bill Reeves"
30,5140,"MACO",2000,NA,5,"Bill Zolm"
33,5120,"NEM",2000,NA,6,"John Bobbin"
32,5025,"ISF",2000,NA,7,"Kevin Destrampe"
30,5025,"STAN",2000,NA,8,"Dan Rogers"
34,5015,"EMP",2000,NA,9,"Stan Kroder"
31,5015,"NEM",2000,NA,10,"Will Riddell"
33,5000,"SC",2000,NA,11,"Masayuki Moriya"
32,4980,"AKMS",2000,NA,12,"Michael J. Sorensen"
32,4955,"NEM",2000,NA,13,"Matthew R. Gilson"
31,4925,"RINC",2000,NA,14,"Martin Donohoe"
34,4810,"NEM",2000,NA,15,"James Lyons"
31,4770,"DAM",2000,NA,16,"Kenneth W. Petrie"
32,4765,"OREG",2000,NA,17,"Eric P. Askerman"
32,4760,"FINS",2000,NA,18,"James Harper"
30,4740,"DAM",2000,NA,19,"David Pyles"
33,4725,"STAN",2000,NA,20,"Sherwick Min"
34,4700,"NEM",2000,NA,21,"Scott Vankuilenburg"
34,4665,"SMMM",2000,NA,22,"Gary Battaglia"
32,4660,"NEM",2000,NA,23,"Thomas Brown"
32,4650,"MOVY",2000,NA,24,"Rance L. McClain"
30,4650,"ISF",2000,NA,25,"Randy VanWynsberghe"
34,4630,"MINN",2000,NA,26,"Gregg J. Fokken"
33,4625,"EMP",2000,NA,27,"Brian Robinson"
33,4600,"NEM",2000,NA,28,"Paul Goudreau"
32,4600,"CRUZ",2000,NA,29,"Scott Calhoun"
31,4585,"NIAG",2000,NA,30,"Ken A. Koppenhaver"
32,4575,"NEM",2000,NA,31,"Henry Baker"
30,4570,"OREG",2000,NA,32,"Phil F. Reget"
32,4565,"NEM",2000,NA,33,"Jim C. Harrington"
34,4555,"TAM",2000,NA,34,"Steven T. Fredricks"
32,4550,"ISF",2000,NA,35,"Jason Timmons"
30,4540,"SPM",2000,NA,36,"Robert B. Villacres"
33,4520,"NEM",2000,NA,37,"David Alger"
30,4520,"LAM",2000,NA,38,"Chris A. Wiley"
31,4515,"MICH",2000,NA,39,"Michael A. Bell"
33,4505,"EMP",2000,NA,40,"Richard Piccirillo"
33,4505,"ISF",2000,NA,41,"F. Loren Anderson"
32,4500,"TAM",2000,NA,42,"Andrew Patrinellis"
34,4500,"UNAT",2000,NA,43,"Donald J. Fabozzi"
30,4500,"NEM",2000,NA,44,"Robert J. Sczupak"
34,4485,"OREG",2000,NA,45,"Rob Hialey"
30,4465,"UCLA",2000,NA,46,"Michael A. Behrens"
30,4450,"EMP",2000,NA,47,"Doug J. Irgang"
31,4450,"GCMT",2000,NA,48,"Patrice B. Bordron"
31,4450,"ISF",2000,NA,49,"David Forsee"
34,4435,"GCMT",2000,NA,50,"Mark R. Macnaughton"
32,4415,"NEM",2000,NA,51,"Martin Paier"
31,4400,"NEM",2000,NA,52,"Rob Berry"
33,4400,"NEM",2000,NA,53,"Bret L. Rothstein"
30,4375,"DAM",2000,NA,54,"Tom R. Mincy"
32,4355,"DAM",2000,NA,55,"Bryant L. Sih"
32,4350,"NEM",2000,NA,56,"Mark Seasholes"
30,4335,"DSSM",2000,NA,57,"Wofgang Maichen"
31,4200,"NEM",2000,NA,58,"Ken Chern"
34,4160,"NCMS",2000,NA,59,"Michael D. McCutchan"
32,4150,"NEM",2000,NA,60,"Russell Dorer"
34,4150,"ISF",2000,NA,61,"Eric Albright"
31,4125,"MOVY",2000,NA,62,"Christopher S Long"
30,4110,"NEM",2000,NA,63,"Peter J. Letendre"
34,4110,"EMP",2000,NA,64,"Xavier Roux"
34,4100,"WPM",2000,NA,65,"Daniel J. Levy"
33,4100,"NEM",2000,NA,66,"Paul Helmuth"
31,4085,"RINC",2000,NA,67,"Paul E. Kern"
34,4060,"NEM",2000,NA,68,"James F. McCann"
34,4055,"NEM",2000,NA,69,"Mark Murphy"
30,4050,"DAM",2000,NA,70,"Ernie Hoftyzer"
30,4040,"WILD",2000,NA,71,"Ross D. McMahan"
31,4020,"EMP",2000,NA,72,"Tim Wilkins"
30,4010,"EMP",2000,NA,73,"Thomas Vieira"
33,4000,"ARIZ",2000,NA,74,"Bryan E. Hawk"
34,3965,"ISF",2000,NA,75,"Tom Fergin"
34,3950,"RAM",2000,NA,76,"Tim D. Sexauer"
33,3890,"DAM",2000,NA,77,"Richard W. VanBuskirk"
31,3865,"NCMS",2000,NA,78,"Tom Murray"
34,3835,"NEM",2000,NA,79,"Robert Carr"
34,3750,"DAM",2000,NA,80,"Tracy R. Stapleton"
33,3750,"NEM",2000,NA,81,"Michael McCarthy"
33,3750,"MOVY",2000,NA,82,"David C. Blair"
32,3745,"EMP",2000,NA,83,"Brian Murphy"
31,3730,"EMP",2000,NA,84,"Michael Spears"
30,3730,"OREG",2000,NA,85,"Scott A. Powell"
32,3725,"DAM",2000,NA,86,"Sinisa Novakovic"
33,3720,"MVM",2000,NA,87,"David Tarkington"
32,3715,"FHAM",2000,NA,88,"Vernon Eyre"
32,3710,"EMP",2000,NA,89,"Steven Tanz"
31,3700,"NEM",2000,NA,90,"Tod Minotti"
30,3690,"SANR",2000,NA,91,"Gregory T. Breidenstine-Ho"
30,3635,"DAM",2000,NA,92,"Charles E. Smock"
34,3625,"NIAG",2000,NA,93,"Gregory W. Drumm"
33,3625,"WPM",2000,NA,94,"Tom Witmer"
34,3540,"ISF",2000,NA,95,"Dave Thibodeau"
34,3515,"GCMT",2000,NA,96,"Brett A. Warner"
30,3465,"NEM",2000,NA,97,"Sean Luitjens"
30,3355,"EMP",2000,NA,98,"Pedro Esquivias"
33,3320,"EMP",2000,NA,99,"Christopher Belton"
34,3225,"ARKM",2000,NA,100,"Rodney Bland"
33,3150,"ISF",2000,NA,101,"Tony Antonopoulos"
31,3150,"NEM",2000,NA,102,"Mike McAveeney"
31,3110,"OREG",2000,NA,103,"Paul B. DeVries"
32,2945,"NEM",2000,NA,104,"Frank Kjaersgaard"
33,2850,"LVTC",2000,NA,105,"Andy MacKinnon"
34,1250,"GRIN",2000,NA,106,"Michel H. Carpenter"
31,0,"EMP",2000,NA,107,"Stephen Skowronek"
35,5605,"SAW",2000,NA,1,"Jeff Erwin"
35,5485,"NEM",2000,NA,2,"Stuart Cromarty"
37,5270,"NEM",2000,NA,3,"Ed Gendreau"
37,5225,"UCLA",2000,NA,4,"Gerry Rodrigues"
37,5095,"EMP",2000,NA,5,"John J. Morgan"
36,5060,"NEM",2000,NA,6,"Kevin Stapleton"
36,5045,"EMP",2000,NA,7,"Bruce Hayes"
35,5025,"ISF",2000,NA,8,"Kevin Sherman"
37,5020,"STAN",2000,NA,9,"Peter S. Macdonald"
39,5005,"CRUZ",2000,NA,10,"Daniel Wirls"
39,4995,"UHM",2000,NA,11,"Tom R. Lake"
37,4950,"NEM",2000,NA,12,"Doug Bosley"
39,4950,"MACO",2000,NA,13,"Daniel L. Knauer"
39,4900,"NEM",2000,NA,14,"Frank Wuest"
36,4895,"UCLA",2000,NA,15,"Tom LaTourrette"
35,4875,"NEM",2000,NA,16,"Jim Bledsoe"
36,4875,"NEM",2000,NA,17,"Brian Casey"
38,4860,"ISF",2000,NA,18,"Brad Roby"
39,4840,"SDSM",2000,NA,19,"Phil G. Garn"
35,4790,"NIAG",2000,NA,20,"William Murray"
38,4770,"CONN",2000,NA,21,"Willing L. Biddle"
35,4750,"DSSM",2000,NA,22,"David W. Moore"
37,4740,"RGSC",2000,NA,23,"David P. Salopek"
35,4730,"TAM",2000,NA,24,"Todd Wilson"
35,4715,"SDSM",2000,NA,25,"Michael A. Given"
35,4715,"DSSM",2000,NA,26,"Jerry Anderson"
39,4685,"MACO",2000,NA,27,"Bob Moore"
36,4680,"LAM",2000,NA,28,"Nick W. McKeown"
35,4675,"NCMS",2000,NA,29,"Robert Fary"
38,4675,"NEM",2000,NA,30,"Chris French"
39,4650,"TAM",2000,NA,31,"William A. Polson"
36,4640,"LAM",2000,NA,32,"Tim Miller"
37,4640,"NEM",2000,NA,33,"John Pizzuto"
37,4630,"NEM",2000,NA,34,"James J. Kindelan"
38,4625,"CVM",2000,NA,35,"Sherwin Gormly"
39,4625,"NEM",2000,NA,36,"Ron Gillooly"
36,4620,"NEM",2000,NA,37,"Mark McCullagh"
39,4600,"NEM",2000,NA,38,"Kirk Hutchinson"
39,4600,"CONN",2000,NA,39,"John J. Montesi"
39,4585,"NEM",2000,NA,40,"John Mulvaney"
39,4560,"NEM",2000,NA,41,"Jeff Callas"
38,4535,"Oceanu",2000,NA,42,"Ronald Grove"
37,4480,"NIAG",2000,NA,43,"Stephen A. Karl"
36,4470,"ORLM",2000,NA,44,"John M. Keen"
38,4465,"NEM",2000,NA,45,"Scott R. Gordon"
39,4460,"PNA",2000,NA,46,"Eric Dybadahl"
35,4450,"NEM",2000,NA,47,"Richard Landry"
35,4440,"MICH",2000,NA,48,"Eric R. Nordlund"
38,4405,"LAM",2000,NA,49,"David H. Hover"
37,4395,"NEM",2000,NA,50,"Robert Torgerson"
38,4375,"NEM",2000,NA,51,"David Ackerman"
38,4375,"NEM",2000,NA,52,"David L. Glancy"
37,4370,"NEM",2000,NA,53,"David P. Riley"
39,4365,"NEM",2000,NA,54,"Mike Hirst"
37,4355,"WPM",2000,NA,55,"Alan Romaner"
37,4350,"NEM",2000,NA,56,"David Swensen"
36,4340,"EMP",2000,NA,57,"Robert Guilmain"
39,4325,"NEM",2000,NA,58,"M. Curtis Whittaker"
35,4325,"UCLA",2000,NA,59,"DJ Peterson"
39,4325,"SPM",2000,NA,60,"Robert G. Melson"
38,4315,"DSSM",2000,NA,61,"Wadi N. Farach"
38,4300,"MVM",2000,NA,62,"Chris Campbell"
36,4300,"NEM",2000,NA,63,"Mike Peterson"
36,4295,"EMP",2000,NA,64,"Erik Kulleseid"
39,4290,"NEM",2000,NA,65,"Buzz Busby"
36,4270,"NEM",2000,NA,66,"Matt Hausmann"
39,4250,"LAM",2000,NA,67,"Uwe W. Wessbecher"
35,4230,"EMP",2000,NA,68,"Shinichi Kimura"
37,4225,"OREG",2000,NA,69,"David Van Der Zwan"
37,4220,"DAM",2000,NA,70,"Gregg H. Recanzone"
37,4220,"LAM",2000,NA,71,"Tom Gibson"
37,4210,"NEM",2000,NA,72,"Glenn Cunha"
39,4205,"LAM",2000,NA,73,"Mark Golar"
36,4205,"NEM",2000,NA,74,"Guy N. LaChance"
35,4200,"SANR",2000,NA,75,"Matthew Fuerter"
37,4200,"NEM",2000,NA,76,"William Bielat"
36,4190,"STAN",2000,NA,77,"Greg Arnold"
39,4175,"NEM",2000,NA,78,"Bill Paine"
35,4175,"GRIN",2000,NA,79,"Thomas A. Kline"
37,4175,"NEM",2000,NA,80,"Randy Grimes"
38,4170,"NEM",2000,NA,81,"Ken White"
38,4170,"NEM",2000,NA,82,"Tom Karb"
35,4170,"NEM",2000,NA,83,"Eric Post"
39,4160,"ISF",2000,NA,84,"Chris Shrader"
35,4150,"WPM",2000,NA,85,"Damian B. Kelly"
38,4130,"LOM",2000,NA,86,"Thomas D. Anderson"
36,4100,"NEM",2000,NA,87,"Michael Bailey"
35,4100,"ISF",2000,NA,88,"Rick Vavul"
36,4095,"NEM",2000,NA,89,"Davis B. Clayson"
35,4080,"EMP",2000,NA,90,"J. Cheuvront"
35,4055,"EMP",2000,NA,91,"Bruce Cadenhead"
35,4050,"NEM",2000,NA,92,"Scott Van Kuilenberg"
36,4030,"UCLA",2000,NA,93,"Conrad Riggs"
36,4030,"NEM",2000,NA,94,"Francis James"
36,4025,"NEM",2000,NA,95,"Dan Stasz"
35,4025,"GCMT",2000,NA,96,"James T. Swain"
39,4000,"ISF",2000,NA,97,"Steve Leath"
36,3995,"NCMS",2000,NA,98,"Thomas R. Hanrahan"
38,3985,"ISF",2000,NA,99,"Robert L. McDaniel"
36,3955,"UNAT",2000,NA,100,"David E. Westawski"
39,3955,"EMP",2000,NA,101,"Stuart Ellison"
35,3950,"NEM",2000,NA,102,"Pedro Moreno"
37,3950,"LVTC",2000,NA,103,"Jeffery A. Reichenberg"
35,3945,"NEM",2000,NA,104,"Mark C. Johnson"
39,3885,"DSSM",2000,NA,105,"Tom Fields"
38,3850,"ISF",2000,NA,106,"Peter Edwards"
37,3845,"ISF",2000,NA,107,"Mark Hiskes"
35,3800,"ISF",2000,NA,108,"Christopher Schlegel"
38,3800,"ISF",2000,NA,109,"Jeff Leath"
37,3790,"NEM",2000,NA,110,"Michael A. Powers"
38,3775,"NEM",2000,NA,111,"Michael McAfee"
36,3730,"ISF",2000,NA,112,"Chris Jacobs"
38,3705,"ISF",2000,NA,113,"Tim Miles"
39,3700,"NEM",2000,NA,114,"Rob Swan"
37,3690,"DAM",2000,NA,115,"Glenn S. Rank"
38,3690,"SANR",2000,NA,116,"David D. Parry"
39,3680,"ISF",2000,NA,117,"Randy Birchler"
39,3675,"ISF",2000,NA,118,"Tom Sturmer"
36,3665,"NEM",2000,NA,119,"Arthur Y. Hutchinson"
38,3650,"ISF",2000,NA,120,"Mitch Roob"
38,3625,"EMP",2000,NA,121,"Ed Yanisch"
38,3625,"NEM",2000,NA,122,"Jack Wagner"
36,3615,"NEM",2000,NA,123,"Vic Maldonado"
36,3610,"MVM",2000,NA,124,"John Knutson"
36,3575,"SPCO",2000,NA,125,"Heriberto J. Delgado"
37,3555,"EMP",2000,NA,126,"Philip Hess"
37,3505,"EMP",2000,NA,127,"Mark Schaffer"
35,3500,"DAM",2000,NA,128,"Steve G. Snyder"
38,3500,"ISF",2000,NA,129,"Richard Davies"
37,3490,"MVM",2000,NA,130,"Ray Goulet"
38,3490,"SMMM",2000,NA,131,"Calvin Chen"
36,3475,"NEM",2000,NA,132,"Daniel Truesdale"
38,3455,"LOM",2000,NA,133,"Andreas G. Weber"
35,3445,"EMP",2000,NA,134,"Ron Schwalb"
39,3445,"NEM",2000,NA,135,"Gregory Voigt"
38,3430,"DAM",2000,NA,136,"Douglas F. Zatzick"
39,3375,"NEM",2000,NA,137,"John Mooney"
37,3365,"ISF",2000,NA,138,"Barrett Powers"
36,3225,"SMMM",2000,NA,139,"Kurt Kobel"
38,3200,"LAM",2000,NA,140,"Fu-Kuang Chao"
39,3200,"UCLA",2000,NA,141,"Michael D. Orosz"
39,3175,"NEM",2000,NA,142,"Mark C. Touhey"
38,3170,"FHAM",2000,NA,143,"Michael A. Tomaszkiewicz"
39,3120,"WPM",2000,NA,144,"Raymond J. Viscome"
36,3050,"ISF",2000,NA,145,"Barry Roby"
36,3040,"NEM",2000,NA,146,"David Monsees"
37,3035,"DAM",2000,NA,147,"Ken Belcher"
37,3025,"DAM",2000,NA,148,"Dan O'Neill"
36,3005,"ISF",2000,NA,149,"Jim McGoff"
36,2940,"EMP",2000,NA,150,"Chris Beyer"
36,2875,"DAM",2000,NA,151,"Javier Linares"
37,2850,"NEM",2000,NA,152,"Charles Maine"
38,2790,"UCLA",2000,NA,153,"Martyn Green"
36,2770,"ARKM",2000,NA,154,"Jonathan R. Terlouw"
36,2730,"NEM",2000,NA,155,"Byron Price"
39,2600,"UCLA",2000,NA,156,"Andrew S. Pomerantz"
35,2400,"DAM",2000,NA,157,"David M. Castro"
37,2000,"DAMM",2000,NA,158,"Gregory White"
40,5645,"TOC",2000,NA,1,"Robert C. Placak"
44,5490,"SAC",2000,NA,2,"Sandy M. Mac Donald"
40,5325,"TOC",2000,NA,3,"Mike Keck"
41,5275,"CRAQ",2000,NA,4,"Scott F. Rabalais"
40,5225,"COB",2000,NA,5,"Alexander Knibbs"
43,5115,"MINN",2000,NA,6,"James A. Stewart"
41,5115,"NEM",2000,NA,7,"Tom Mack"
44,5075,"NEM",2000,NA,8,"Jerry DeMuro"
42,5055,"MACO",2000,NA,9,"David O. Burleson"
41,5025,"SPM",2000,NA,10,"William L. Specht"
40,4985,"NIAG",2000,NA,11,"Jim Matysek"
40,4975,"DAM",2000,NA,12,"Lance E. Halsted"
42,4960,"ISF",2000,NA,13,"Rick Wiese"
44,4885,"RHMS",2000,NA,14,"Bill Adkison"
44,4855,"LAM",2000,NA,15,"James S. Kelly"
41,4845,"NIAG",2000,NA,16,"Timothy Malach"
40,4805,"LAM",2000,NA,17,"Cameron Lawrence"
43,4800,"SPM",2000,NA,18,"Tim C. Kennedy"
43,4735,"LAM",2000,NA,19,"John R. Cooper"
40,4725,"CRAQ",2000,NA,20,"Ron W. Niedrich"
43,4720,"SMMM",2000,NA,21,"Dennis E. Prosen"
44,4680,"SANR",2000,NA,22,"Ron J. Emhoff"
43,4680,"NEM",2000,NA,23,"Fred Bartlett, Jr."
42,4675,"CFYM",2000,NA,24,"Don Jeffery"
42,4650,"ORLM",2000,NA,25,"Lucky Meisenheimer"
43,4625,"NEM",2000,NA,26,"Joel Meltz"
40,4625,"LOM",2000,NA,27,"Al S. Humphrey"
41,4615,"SMMM",2000,NA,28,"Joel A. Swartz"
41,4615,"DAM",2000,NA,29,"Jon P. Tice"
42,4605,"MICH",2000,NA,30,"Bruce Spoelman"
40,4605,"ISF",2000,NA,31,"Brian Cummings"
40,4595,"DAM",2000,NA,32,"Christopher J. Rock"
40,4585,"SANR",2000,NA,33,"James C. Silk"
43,4575,"NEM",2000,NA,34,"Bob Bristow"
44,4560,"NEM",2000,NA,35,"John Nixon"
44,4550,"WILD",2000,NA,36,"David Maehr"
43,4525,"NEM",2000,NA,37,"Daniel Welch"
40,4510,"STAN",2000,NA,38,"Stephen Fuselier"
43,4510,"DAM",2000,NA,39,"David L. Woodruff"
42,4470,"IAMA",2000,NA,40,"Steve D. Hugo"
44,4450,"ISF",2000,NA,41,"Dale Long"
40,4450,"LAM",2000,NA,42,"William Morgan"
44,4425,"NEM",2000,NA,43,"Gary Wheeler"
41,4425,"NEM",2000,NA,44,"Mark E. Alexander"
44,4400,"NEM",2000,NA,45,"Chip Benson"
41,4385,"EMP",2000,NA,46,"Chris Packard"
43,4385,"NEM",2000,NA,47,"David Judelson"
44,4375,"SMMM",2000,NA,48,"Kevin Keenan"
43,4360,"DSSM",2000,NA,49,"Phil Sidenberg"
43,4350,"TTEX",2000,NA,50,"Bob A. Seagraves"
41,4350,"NIAG",2000,NA,51,"Steven M. Kristek"
40,4345,"SANR",2000,NA,52,"Mark B. Sueksdorf"
41,4345,"DAM",2000,NA,53,"Douglas S. Taylor"
44,4340,"NEM",2000,NA,54,"Warren Wise"
40,4335,"NEM",2000,NA,55,"Joe Wotton"
40,4315,"SPCO",2000,NA,56,"Peter B. Turner"
40,4315,"CRUZ",2000,NA,57,"Mark A. Christiansen"
44,4315,"SANR",2000,NA,58,"Robert A. Kaehms"
40,4290,"NEM",2000,NA,59,"Kym Berman"
41,4285,"EMP",2000,NA,60,"Lee Corey"
41,4275,"EMP",2000,NA,61,"Peter H. Lehner"
40,4265,"NEM",2000,NA,62,"Edward Hudner"
42,4250,"NEM",2000,NA,63,"Steve Colbert"
40,4250,"NCMS",2000,NA,64,"Paul O'Brien"
44,4245,"EMP",2000,NA,65,"Curtis Brown"
40,4205,"TOC",2000,NA,66,"Alexander H. Schilling"
43,4205,"NEM",2000,NA,67,"Jack Chwasciak"
40,4205,"SPM",2000,NA,68,"Daniel D. Nardozzi"
42,4200,"SSMS",2000,NA,69,"Jeff Dropo"
42,4190,"EMP",2000,NA,70,"Tom Gelinne"
41,4190,"NEM",2000,NA,71,"Marc Tatar"
42,4185,"NCMS",2000,NA,72,"M. Kenneth Johnson"
41,4175,"CFYM",2000,NA,73,"Mike Nunley"
44,4175,"NEM",2000,NA,74,"David Schloerb"
44,4175,"TPIT",2000,NA,75,"Robert Liss"
43,4160,"ISF",2000,NA,76,"Rich Roberts"
43,4150,"SANR",2000,NA,77,"Kenneth M. Fattlar"
43,4150,"SANR",2000,NA,78,"Chris B. Darrow"
43,4150,"DAM",2000,NA,79,"Alan D. Rowland"
42,4150,"NEM",2000,NA,80,"Sean Crockett"
41,4150,"LOM",2000,NA,81,"Robert J Barry"
40,4135,"NEM",2000,NA,82,"Dennis M. Cruff"
44,4125,"MMSC",2000,NA,83,"Brian G. Boelter"
40,4125,"EMP",2000,NA,84,"Samuel J. Jemal"
44,4110,"GCMT",2000,NA,85,"Mark D. Schwartz"
41,4085,"NEM",2000,NA,86,"William Peirce"
40,4050,"NEM",2000,NA,87,"Larry Richardson"
40,4050,"NEM",2000,NA,88,"William Brondyk"
44,4040,"TAM",2000,NA,89,"Sergio B. Silva"
41,4035,"DAM",2000,NA,90,"Mark W. Schwartz"
42,4025,"UCLA",2000,NA,91,"Bill Gerber"
44,4020,"TAM",2000,NA,92,"Quentin Pollock"
42,4015,"EMP",2000,NA,93,"Kevin O'Neill"
42,4000,"DAM",2000,NA,94,"Patrick R. Long"
42,4000,"DAM",2000,NA,95,"John H. Constantine"
40,3985,"NEM",2000,NA,96,"Doug Scott"
41,3975,"Dam",2000,NA,97,"Joseph N. Otto"
40,3945,"LAM",2000,NA,98,"Thomas J. Becker"
42,3940,"SPCO",2000,NA,99,"Carl M. Finney"
40,3910,"AKMS",2000,NA,100,"Norman Herron"
43,3900,"NEM",2000,NA,101,"Steven Schonholz"
41,3900,"ISF",2000,NA,102,"John F. O'Dea"
43,3900,"NEM",2000,NA,103,"Donald Slovenkai"
40,3900,"NEM",2000,NA,104,"Paul T. Keyes"
43,3880,"ISF",2000,NA,105,"Marc Diebold"
44,3875,"OREG",2000,NA,106,"Daniel S. Greenblatt"
40,3850,"STAN",2000,NA,107,"Randy Rae"
40,3850,"NCMS",2000,NA,108,"Eric K. Yamauchi"
40,3850,"ISF",2000,NA,109,"S. Michael Harrill"
40,3830,"NEM",2000,NA,110,"Jim Delisle"
43,3825,"LOM",2000,NA,111,"Glen C. Howard"
44,3820,"TAM",2000,NA,112,"John C. Racanelli"
40,3815,"DAM",2000,NA,113,"Craig V. Greenough"
44,3810,"NEM",2000,NA,114,"Christopher Landry"
42,3805,"LAM",2000,NA,115,"Bruce A. MacDonald"
41,3800,"LAM",2000,NA,116,"Tony D. Walsh"
41,3745,"NEM",2000,NA,117,"Mark Officer"
41,3730,"SC",2000,NA,118,"Mitsushige Ohba"
41,3725,"CFYM",2000,NA,119,"Bill Davison"
44,3720,"LOM",2000,NA,120,"Sam Wright"
42,3710,"LOM",2000,NA,121,"Eric Jonsson"
42,3700,"NEM",2000,NA,122,"Michael C. Davis"
44,3685,"LAM",2000,NA,123,"Ted Liu"
43,3675,"NEM",2000,NA,124,"Edward Gleason"
40,3660,"MACO",2000,NA,125,"Mike B. Dowd"
40,3655,"OREG",2000,NA,126,"Eric Gross"
41,3625,"STAN",2000,NA,127,"Scott Gould"
43,3625,"NEM",2000,NA,128,"Robert Ruth"
44,3610,"OREG",2000,NA,129,"John P. Ridenour"
40,3610,"OREG",2000,NA,130,"Clint P. Ebert"
43,3600,"DAM",2000,NA,131,"Robert J. Lawson"
44,3590,"TAM",2000,NA,132,"David B. Steinberg"
40,3580,"SANR",2000,NA,133,"Jim M. Giblin"
41,3575,"WPM",2000,NA,134,"Frederick T. Hill"
41,3575,"EMP",2000,NA,135,"Patrick Howe"
43,3565,"TAM",2000,NA,136,"Doug G. McPherson"
44,3550,"NEM",2000,NA,137,"Tim Duncan"
41,3540,"SANR",2000,NA,138,"Ken Skulina"
44,3525,"LAM",2000,NA,139,"Steven C. Glassman"
43,3525,"NEM",2000,NA,140,"Kevin Prest"
43,3520,"ISF",2000,NA,141,"Mike Bernstein"
43,3480,"DAM",2000,NA,142,"Brandon F. Forest"
44,3475,"NEM",2000,NA,143,"Andy Mitchell"
43,3465,"EMP",2000,NA,144,"Jeffrey Cougler"
41,3435,"MOVY",2000,NA,145,"Mark Schraad"
42,3435,"SPCO",2000,NA,146,"Kurt Stafflinger"
40,3410,"EMP",2000,NA,147,"Russell Anixter"
42,3400,"CFYM",2000,NA,148,"Jeff Lucas"
40,3365,"NEM",2000,NA,149,"Steven Delaney"
44,3340,"NEM",2000,NA,150,"Ron Schroeder"
40,3300,"DAM",2000,NA,151,"Dirk M. Holstege"
41,3295,"SC",2000,NA,152,"Noboru Ohtsuka"
44,3170,"EMP",2000,NA,153,"Robert Guddahl"
44,3165,"EMP",2000,NA,154,"Albert De Guzman"
41,3140,"NEM",2000,NA,155,"John Lensing"
42,3125,"LAM",2000,NA,156,"Tony A. Desmond"
41,3075,"ARKM",2000,NA,157,"Troy G. Juzeler"
43,3075,"EMP",2000,NA,158,"John Reeder"
40,3000,"EMP",2000,NA,159,"Mike Kugler"
40,2935,"DSSM",2000,NA,160,"Mark S McMorrow"
41,2920,"LAM",2000,NA,161,"Brent Treiger"
41,2875,"NEM",2000,NA,162,"Dave Tyler"
44,2875,"ISF",2000,NA,163,"Paul Eisenberg"
43,2820,"NEM",2000,NA,164,"William Smith"
43,2750,"NEM",2000,NA,165,"Rick Neal"
41,2675,"EMP",2000,NA,166,"Steven Goran"
43,2500,"DAM",2000,NA,167,"Mark D. Applegate"
40,2420,"CFYM",2000,NA,168,"Erick Robohm"
43,2250,"NEM",2000,NA,169,"Brian Anderson"
40,2200,"NEM",2000,NA,170,"David Bucciero"
45,5190,"HOTS",2000,NA,1,"Larry W. Wood"
46,5020,"EMP",2000,NA,2,"John C. Needham"
46,5020,"DAM",2000,NA,3,"Scott J. Harris"
48,5005,"TAM",2000,NA,4,"Greg A. Myers"
46,5000,"NEM",2000,NA,5,"Andy Bonte"
49,4975,"ISF",2000,NA,6,"Tom Perrin"
45,4835,"LAM",2000,NA,7,"Richard B. Lacampagne"
49,4770,"NIAG",2000,NA,8,"Brian D. Lee"
49,4690,"RINC",2000,NA,9,"David A. Levinson"
46,4660,"HOTS",2000,NA,10,"Dick Worrel"
45,4625,"SPCO",2000,NA,11,"Tom Bliss"
48,4620,"UCLA",2000,NA,12,"Michael J. Marks"
48,4565,"SPCO",2000,NA,13,"John T. McCall"
46,4515,"STAN",2000,NA,14,"Kevin V. Lemley"
47,4510,"DSSM",2000,NA,15,"Kevin P. McVerry"
45,4500,"BORDE",2000,NA,16,"Philipp Djang"
46,4490,"SMMM",2000,NA,17,"Frank Elliott"
48,4475,"NEM",2000,NA,18,"Fred Myers"
48,4455,"SANR",2000,NA,19,"John K. Crane"
45,4425,"EMP",2000,NA,20,"George E. Whitwell"
45,4390,"NEM",2000,NA,21,"David Grilli"
45,4390,"NEM",2000,NA,22,"Bruce Webster"
45,4385,"STAN",2000,NA,23,"Brooks P. Nelson"
46,4370,"MESC",2000,NA,24,"Alan M. Johnston"
47,4365,"MOVY",2000,NA,25,"Kent C. McDonald"
46,4360,"NEM",2000,NA,26,"David C. Bright"
47,4350,"ISF",2000,NA,27,"Jim Fox"
45,4335,"PNA",2000,NA,28,"Hugh C. Moore"
46,4335,"LAM",2000,NA,29,"Dan'l Lewin"
47,4315,"MEND",2000,NA,30,"Jamie Damiano"
46,4300,"CONN",2000,NA,31,"Jonathan S. Harnett"
